company name,contact number,area,product category 1,product category 2,product category 3,company description
Aakrati Brassware,tel:+91 571 2411105,Aligarh - India,"Timber, wooden products, machinery and equipment for the woodworking industry","Carvings, pyrography and marquetry, wooden","Sculptures, wooden...","Manufacturer, Exporters and Importers of Brass Statue, Bronze Statue, Brass Sculpture, Bronze Sculpture, Metal Statue, Metal Figure, Brass Figure, Customize Sculpture, Metal Animals, Idols (Hindu Religious Indian God and Goddess), Figurines, Decorative Wall hanging Gifts, Jesus Christ, Door Pad Lock..."
Super Soles Private Limited,tel:+91 562 2541549,Agra - India,Clothing and footwear,Footwear components and accessories,Footwear soles...,"Super Soles Private Limited Is Manufacturer, Supplier, Exporters & Importers Of Soles & Moulds."
Tej Shoe Factory,tel:+91 562 2642473,Agra - India,Clothing and footwear,"Footwear, standard","Footwear, leather...","Tej Shoe Factory Is Manufacturer, Exporters & Importers of Leather Footwear. Associated Companies: Tej International Pvt. Ltd. Tej Shoe Tech"
N.R. Industries,tel:+91 120 2552652,Noida - India,"Hardware, ironmongery, cutlery and tools","Fasteners and fixing devices, metal, industrial",Shaft locking assemblies...,"N.R. Industries is Manufacturer, Exporters and Importers of Ink-Mixing Roller, Air Shaft, Doctor Blade, Rotary Union, Air Chuck and Quick Locks, Air Expanding Shafts, Multi Tube Shafts, Mechanical Shafts, Doctor Blade, Ink Mixing Roller, Ink Mixing Roller, Quick Locks, Differential Shaft, Other Spar..."
Alvin Leather Crafts Private Limited,tel:+91 512 2692219,Kanpur - India,Clothing and footwear,Footwear components and accessories,"Footwear components, leather...","Alvin Leather Crafts Private Limited Is Manufacturer, Supplier, Exporter & Importer Of Leather Soles With Mesonite Heels, Leather Inserted PVC Soles, Double Colour TPR Soles, PVC Soles (Sprayed Two Tone) Moulded Insoles, Welts, Moulds, ABS Heel, Soles Ladies, Soles Gents & Ladies Heels...."
Allianz Exports Private Limited,tel:+91 120 4347395,Noida - India,Clothing and footwear,Leather clothing,"Coats and jackets, leather...","Allianz Exports Private Limited Is A Manufacturer, Supplier & Exporter Of Laether Shoes, Leather Jackets, Leather Garments & Leather Shirts."
Himalaya Collection,tel:+91 5414 225542,Bhadohi - India,Furniture and linen,Bath linen,"Bath mats, textile...","Himalaya Collection Is Manufacturer, Supllier, Exporter & Importer of London Tufted Carpets, Hand Tufted Carpets, Loomtuft Carpet, Gabbeh, Luribuft, Indo-Nepal, Shaggy Carpets, Kids, Bathmats & Durries."
Abnashi Soles & Chemicals,tel:+91 562 3291846,Agra - India,Chemical products,Chemicals for laboratories and microbiology,Chromatography chemicals...,"Abnashi Soles & Chemicals Is Traders & Importers Of Polyurethane Chemicals, Raw Materials for Synthetic Shoe Soles."
Varun Exports,tel:+91 562 2543417,Agra - India,Clothing and footwear,"Footwear, standard",Footwear for children...,"Varun Exports Is Manufacturer, Supplier & Exporter Of Leather Footwear For Ladies, Gents & Children."
Star Tannery,tel:+91 512 2461192,Kanpur - India,"Leathers, furs and their products","Skins, hides and leathers, bovine (cattle) and equine (horse)","Leather splits, cattle hide...","Star Tannery Is Manufacturers, Suppliers & Exporters Of Finished Leather Products Such As Sheep Leather, Cow Leather & Buff Leather."
Virola International,tel:+91 562 3068200,Agra - India,Clothing and footwear,"Footwear, standard","Footwear, leather","Virola International Is Manufacturer, Importers & Exporters of Men's and Women's Leather Footwear, Footwear Components & Leather Garments."
Shanti Surgicals Private Limited,tel:+91 512 2691584,Kanpur - India,"Health, medical and pharmaceutical",Textile articles for medical and surgical use,"Bandages, calico...","Shanti Surgicals Private Limited Is Manufacturer, Supplier, Exporter & Importers Of Dressings Which includes Absorbent Cotton Wool, Absorbent Gauze, Absorbent Gauze Swab, Absorbent Gauze Sponge, Laparotomy Sponge, Absorbent Bandage, Alcohol Swab, Sterilised Dressing Pad, Non Adherent Pad, Gamjee..."
Design Exim,tel:+91 120 4565720,Noida - India,Organic products,"Household linen, clothing and footwear, organic fabrics","Leather and leather products, organic...","Design Exim Is Manufacturer, Supplier, Importer & Exporters Of Leather Apparels For Men, Women & Kids, Ladies Leather Bags & Purses, Laptop Bags & Accessories, Lamb Fur, Lamb Wet Blue, Zips, Buttons."
Indcoat Footwear,tel:+91 512 2672133,Kanpur - India,Clothing and footwear,"Footwear, standard","Footwear, leather...","Indcoat Footwear Is Manufacturer, Supplier & Importer Of Leather Footwear."
Hafeez Sons Tannery Private Limited,tel:+91 512 2464449,Kanpur - India,"Leathers, furs and their products","Skins, hides and leathers, ovine (sheep), caprine (goat) and deer",,"Hafeez Sons Tannery Private Limited Is Manufacturer, Supplier, Exporters & Importers of Finished Leather For Shoes & Sofa."
Indian Tanning Industries,tel:+91 512 2461239,Kanpur - India,Clothing and footwear,Footwear components and accessories,Footwear uppers,"Indian Tanning Industries Is Manufacturer, Supplier, Exporter & Importer Of Finished Leathers, Belts & Shoe Uppers."
Swan Tanning Industries,tel:+91 512 3290453,Kanpur - India,Clothing and footwear,"Footwear, standard","Footwear, leather...","Swan Tanning Industries Is Manufacturer, Supplier, Exporter & Importer Of All Types Of Finished Leather Shoes, Bags, Garments & Leather Products Specialised In Buff Calf."
Pacific Leather Private Limited,tel:+91 512 2461103,Kanpur - India,"Leathers, furs and their products","Accessories, leather NES","Address and visitors books, leather...","Pacific Leather Private limited Is Manufacturers, Supplier, Exporters & Importer Of Finished Leathers, For Furniture & Automotive Leather, Belts, Footwear & Other Leather Products. Associated Companies: Pacific Leather Finishers M.H.Tanners Pacific Exports..."
Zaz Tannery,tel:+91 512 2462626,Kanpur - India,"Leathers, furs and their products","Skins, hides and leathers processing services",Pre-processing services for bovine (cattle) and equine (horse) hides and leathers,"Zaz Tannery Is Manufacturer, Supplier & Exporters of Finished Leather."
Gerb Vibration Control Systems Private Limited,tel:+91 120 4751600,Noida - India,Springs,Engines and mechanical parts,"Springs, steel...","Gerb Vibration Control Systems Private Limited Is Manufacture, Supplier & Consultants In Thermal Power Plant, Metal Forming Industry, Steel / Cement Industry, Diesel Generators, Springs, Chemical & Pharmaceutical Industry. Associated Companies: GERB Engineering..."
Jyo-Tech Engineering & Marketing Consultants,tel:+91 120 4711300,Noida - India,Compressors,Engines and mechanical parts,"Compressors, low pressure...","Jyo-Tech Engineering & Marketing Consultants Is Supplier & Importer Of Process Gas Compressors, Medium & High Pressure Air & GasCompressors, Cng Compressors, Centrifugal Air & Gas Compressors, Blowers & Fans, Cryogenic Air Separation Plants,Low & Medium Capacity Gas Compr..."
Raman Instruments Private Limited,tel:+91 120 2779393,Ghaziabad - India,Spectrometers,"Optical, photographic and cinematographic equipment","Spectrometers, electron","Raman Instruments Private Limited Is Service Provider Of Boiler Drum Level Indicators, Spectrometers & Acoustic Steam Leak Detectors."
Motherson Sumi Systems Limited,tel:+91 120 6679500,Noida - India,"Plastic products, for the automotive industry",Plastic products,"Motorcycle parts and accessories, plastic...","Motherson Sumi Systems Limited Is Manufacturer, Exporter & Importer Of Electrical Distribution Systems (Wiring Harnesses), Higher Level Assemblies Such As Cockpit Assembly, Wiring Harness Components Such As Connectors, Terminals, Clamps etc., High Tension Cords, Wires, Fuses, Fuse Boxes, Rear Vi..."
Schenck RoTec India Limited,tel:+91 120 2563171,Noida - India,Electrical equipment. Nuclear equipment,Electrical industry contractors,Dynamic balancing services for electric rotary parts...,"Schenck RoTec India Limited Is Manufacturers, Supplier, Distributer, Exporters & Importers Of Balancing Machines For General Industrial Use, Dynamometers, Vibration Measuring & Monitoring Systems, Balancing Service, Vibration Monitoring Systems (VMS) & Job Balancing. Associated Companies..."
Technocrats Alliance Engineering Private Limited,,Ghaziabad - India,Chemical products,"Chemical fluids, greases, pastes and lubricants","Coolants, lubricating, synthetic...","Technocrats Alliance Engineering Private Limited Is Supplier, Distributer & Importer Of Hydraulics Oil / Coolant Chillers, Seals & Packings, Lubricants, Industrial Cleaners, Mro Products."
Kundan Group,tel:+91 11 47766666,Ghaziabad - India,Agriculture and forestry,Cereals and pseudo cereals,Rice...,"Kundan Group Deals Manufacturer, Suppliers & Exporters Of Various Products Including Edible Oils, Pulses, Chemicals, Waxes."
Shri Sales,tel:+91 512 2354608,Kanpur - India,"Semi-manufactured products, aluminium and its alloys",Basic metal products,Aluminium sheet...,"Importers of Hindalco Industries Limited, Gujarat Guardian Limited and Saint Gobain India Limited and also Importers of Aluminium Sheets and Glass Sheet. Associated Companies: Shree G. K. Fabsales Pvt. Ltd Kanodia Supplies Pvt. Ltd. Shri Traders"
Mridul Enterprises,tel:+91 120 2490814,Noida - India,Textiles,"Fabrics, hemp and jute","Fabrics, industrial, jute...","Manufacturers, Importers & Exporters of Mosaic Tiles, Textile Made-Ups, Air Purifying Equipments etc. Also Importers of Engineering goods & Raw Materials."
Kalyani Engineering Works,tel:+91 120 2657241,Ghaziabad - India,"Hardware, ironmongery, cutlery and tools","Cutting, cutting-off and sawing tools",Handsaws for wood...,"Manufacturers, Exporters and Importers of Spares, Components, Sub-Assemblies, Pumps, Compressors, Engineering Equipment, Impellers, Valve Blocks, Shafts, Dyes & Fixtures, Machinery & Parts For Ordinance, Wall Cover & Wall Seats for Compressors, Piston Rods & Shafts, Connecting Rods,..."
Hexagon Metrology India Private Limited,tel:+91 120 4723000,Noida - India,Machinery and equipment for metalworking,Metalworking machine tool ancillary equipment and accessories NES,"Three-dimensional (3D) measuring machines, machine tool applications...","Hexagon Metrology India Private Limited Is A Manufacturer, Supplier, Importer & Exporter Of Co-ordinate Measuring Machine, Gauges, Hand Tools, Laser Scanners, Milling Systems, Industrial Theodolites, Optical Measurement Systems, Probing Systems & Tube Inspection Systems. Group: Hexagon Group..."
Job Urban,tel:+91 120 4259988,Noida - India,Services to businesses,Human resources (HR) consultants,Job analysis consultants,"Job Urban has seen a simple mission to help fresher get their first dream job. We have placed a genuine effort to link a fresher and an employer together to make a marketplace for entry level hiring. It is an online fresher recruiting firm with an information of more than millions of resumes, thousa..."
Maheshwari Wires Private Limited,tel:+91 121 2534611,Meerut - India,"Semi-manufactured products, brass",Basic metal products,"Brass bars, high tensile...","Maheshwari Wires Private Limited Is Manufacturer & Supplier Of World Class E.D.M wire Using Japanese Lubricants, Dies & Other Consumable Like EDM Wires, Brass Wires, Copper Mig Welding Wire, Brass Brazing Wires, Copper Phosphor Brazing Wire, Phosphor Bronze Wire, Tube Electrode...."
Eon Electric Limited,tel:+91 120 3096700,Noida - India,Switchboards,"Switchboards, panel and pillar","Distribution boards, switchboards and busbars, electric lighting...","Eon Electric Limited Is Manufacturer, Supplier & Exporter Of Electrical Switchgear Products Namely Switch Boards, Panels, Distribution Boards, Feeder Pillars (Indoor and Outdoor Types), Vertical Switches, Vertical Fuse Strips, Fuse Bases, HRC Fuses, MCBs, Consumer Boards Of Sheet Metal & Ins..."
Crane-Bel International Private Limited,tel:+91 120 4117326,Ghaziabad - India,Hydraulic cylinders,Engines and mechanical parts,"Cylinders, hydraulic...","Crane-Bel International Private Limited Is A Manufacturer, Suppliers Exporters Of Broaching Machines, Hydraulic Presses, Hydraulic Power Packs, Custom-Built Hydraulic Equipment, Hydraulic Cylinders, Gear Pumps, Motor Pump Units, Portable Filter Transfer Unit, Accumulators, Oil Filtration Systems &am..."
